customer_id,first_name,last_name,email,phone,state,signup_date
CUST-1100,First100,Last100,user100@example.com,9740801788,TX,2024-02-21
CUST-1101,First101,Last101,user101@example.com,9777107795,TX,2024-09-24
CUST-1102,First102,Last102,user102@example.com,9665436740,NC,2024-04-07
CUST-1103,First103,Last103,user103@example.com,9589907078,NY,2024-08-07
CUST-1104,First104,Last104,user104@example.com,9696446127,NY,2024-08-24
CUST-1105,First105,Last105,user105@example.com,9133288618,NC,2024-07-30
CUST-1106,First106,Last106,user106@example.com,9357435786,OH,2024-07-19
CUST-1107,First107,Last107,user107@example.com,9479388078,OH,2024-09-11
CUST-1108,First108,Last108,user108@example.com,9513902932,CA,2024-05-22
CUST-1109,First109,Last109,user109@example.com,9100201943,CA,2024-10-21
CUST-1110,First110,Last110,user110@example.com,9362792389,WA,2024-10-13
CUST-1111,First111,Last111,user111@example.com,9659965256,PA,2024-06-25
CUST-1112,First112,Last112,user112@example.com,9573786194,CA,2024-07-16
CUST-1113,First113,Last113,user113@example.com,9129106255,IL,2024-06-19
CUST-1114,First114,Last114,user114@example.com,9181272034,IL,2024-02-06
CUST-1115,First115,Last115,user115@example.com,9437505977,NC,2024-10-22
CUST-1116,First116,Last116,user116@example.com,9819053568,CA,2024-11-08
CUST-1117,First117,Last117,user117@example.com,9655703920,CA,2024-09-26
CUST-1118,First118,Last118,user118@example.com,9129981112,OH,2024-07-26
CUST-1119,First119,Last119,user119@example.com,9940055089,WA,2024-11-10
CUST-1120,First120,Last120,user120@example.com,9216821014,CA,2024-08-11
CUST-1121,First121,Last121,user121@example.com,9349241437,NY,2024-01-25
CUST-1122,First122,Last122,user122@example.com,9855669859,FL,2024-08-24
CUST-1123,First123,Last123,user123@example.com,9114071804,NC,2024-07-18
CUST-1124,First124,Last124,user124@example.com,9583940532,IL,2024-12-24
CUST-1125,First125,Last125,user125@example.com,9647004810,FL,2024-03-04
CUST-1126,First126,Last126,user126@example.com,9175217343,OH,2024-04-12
CUST-1127,First127,Last127,user127@example.com,9201336689,GA,2024-07-27
CUST-1128,First128,Last128,user128@example.com,9871338118,NY,2024-04-15
CUST-1129,First129,Last129,user129@example.com,9154031461,GA,2025-01-01
CUST-1130,First130,Last130,user130@example.com,9953518822,OH,2024-02-19
CUST-1131,First131,Last131,user131@example.com,9906132883,NC,2024-09-20
CUST-1132,First132,Last132,user132@example.com,9453171927,NC,2024-03-11
CUST-1133,First133,Last133,user133@example.com,9903148807,WA,2024-04-04
CUST-1134,First134,Last134,user134@example.com,9516167895,WA,2024-09-18
CUST-1135,First135,Last135,user135@example.com,9979683150,NY,2024-12-24
CUST-1136,First136,Last136,user136@example.com,9205704645,WA,2024-12-22
CUST-1137,First137,Last137,user137@example.com,9956517247,PA,2024-01-24
CUST-1138,First138,Last138,user138@example.com,9619059631,OH,2024-09-06
CUST-1139,First139,Last139,user139@example.com,9641586431,CA,2024-07-25
CUST-1140,First140,Last140,user140@example.com,9957703487,OH,2024-02-29
CUST-1141,First141,Last141,user141@example.com,9855092428,FL,2024-01-03
CUST-1142,First142,Last142,user142@example.com,9654368465,IL,2024-06-21
CUST-1143,First143,Last143,user143@example.com,9263950845,WA,2024-08-27
CUST-1144,First144,Last144,user144@example.com,9730560904,CA,2024-09-11
CUST-1145,First145,Last145,user145@example.com,9110985052,CA,2024-08-30
CUST-1146,First146,Last146,user146@example.com,9170452278,NY,2024-03-19
CUST-1147,First147,Last147,user147@example.com,9683616223,FL,2024-05-05
CUST-1148,First148,Last148,user148@example.com,9366151300,CA,2024-07-13
CUST-1149,First149,Last149,user149@example.com,9372319155,CA,2024-05-05
